N,P,K,temperature,humidity,ph,rainfall,label
19.9827915871033,63.51684357754901,87.45382688712087,33.14319333114683,59.22138707955305,5.0117988932907025,57.135190512583414,mothbeans
74.54593150512599,44.47533159582211,44.484966325506946,25.82301792489329,72.07354444838454,6.553868549871601,191.09772933513713,jute
17.18903530172551,75.1949834663716,16.70147267048999,19.855424088551374,68.11599054875556,6.90449258416307,28.674987188863483,lentil
81.42447722197304,42.517808364997954,40.801939513709776,34.87866294781893,84.76630956563092,7.85891903528204,195.27333367844813,jute
46.012829216388056,70.80095689547187,44.43152249816113,31.21668412515285,73.41842721107923,6.4095855146341,76.5144560196313,blackgram
74.48062170980387,41.10374581189549,46.26786380481427,26.250238934831707,74.33908029931632,6.919930485589658,167.80736221601657,jute
40.9192649868028,72.04424987130248,89.22818695419485,18.110626817251163,19.391785132059347,7.288018802899737,104.41616436697228,chickpea
46.921276458094695,74.35304904900426,78.39428210197121,22.779430378816148,17.607037813359447,6.307063092674095,89.85408967132906,chickpea
35.33751136214395,71.12797457591758,19.626894337466254,23.5754534640369,18.37736601055862,6.991403768744924,138.50453590794348,kidneybeans
51.46009910377339,15.84161940687836,52.15132691464134,35.337554166759276,93.26762829662718,6.680227435623852,148.74980188284715,papaya
24.386061662291,23.66933834852272,30.998626770125043,33.99368679862045,53.1121834419,6.503394281290458,99.5130421350304,mango
47.76413477158725,71.9005597368523,32.921178895673094,25.40031262799264,78.3588500324574,6.3137719198297075,78.12574064139177,blackgram
78.58718551429318,57.358086804436354,54.38378432957265,19.875414072915135,70.02981621142791,5.678365522050941,64.29911750554726,maize
22.22729945573176,42.64770582508701,16.163275113921994,33.746354118429394,89.44115115496528,6.246561151728787,67.8021534463062,mungbean
78.04186000741021,61.35868460856985,59.236358228994966,23.928780688350308,66.08798046759527,5.981073320041114,77.28654028813163,maize
24.34607255343053,68.40167130605583,20.759277202157673,34.31243328479462,72.98455456880512,6.994138022152487,168.95625305457742,pigeonpeas
15.89266099487725,16.928006424078,34.34125777427046,32.07739723558016,97.13582100705317,5.833059964603468,155.95487139673952,coconut
95.06713827774026,12.355092578212478,49.35061423551549,31.13624894526663,93.92777748238603,6.047367762536473,23.889486996552407,muskmelon
66.5097394441983,65.45874776270568,67.10983083581172,20.288371353787415,73.37587361805362,6.181686145447987,90.17122271666608,maize
52.6070976402563,84.48441665670633,33.86103998716694,28.44504851677547,75.06619231192634,6.585748576190629,75.29218617820122,blackgram
97.77294419172009,31.251133355683223,29.824082413178196,24.49720917223052,66.31351997980205,6.085795141290802,188.318032273682,coffee
23.0278967147743,126.38873279073573,198.50079776193624,9.509694384569148,84.5073519989608,6.675840422223409,68.44477703491438,grapes
21.176021156469954,54.82893613175426,27.600855127828524,34.20362361294805,81.01768459179806,7.1397202480228,,mungbean
104.4937140326527,29.951772174861205,30.980323339212013,24.088501327628677,59.37183209404352,6.741306776129918,183.6912089279191,coffee
27.467670865173496,73.88287294152549,22.57730092288123,19.409040979555385,18.423000549846055,6.007458286904446,,kidneybeans
116.68536112125537,50.766557137711004,46.20739522131182,26.663657017676147,86.90577813273967,6.186040514048732,68.62255514505601,cotton
21.371445390555333,130.60449422369533,198.50825008394185,24.75092385803008,95.26515908099596,6.546152024977153,129.37561182736755,apple
99.44128172051028,78.9353964699843,53.233940667248866,29.84679116265262,86.72917912569423,5.864576247743068,118.77912940128368,banana
36.975297154271246,67.05862647590527,34.610274296386976,29.422823651226388,62.75269570264739,5.508898049617726,72.71897767071376,blackgram
98.24367556592087,19.777094559131214,49.3112537720078,28.336196094925437,91.87336952892439,6.049049187074451,52.38654594861339,watermelon
19.73559926368253,14.630139069348495,28.49845293872881,27.655650763462795,94.03383364839735,6.11242580521502,197.65268582726125,coconut
16.504939767675726,80.26774108286567,15.965314225748093,15.685601160648474,73.88816483009663,7.600899624636902,37.63126399728765,lentil
17.027053734460814,22.462818727465173,9.999635529195867,11.052042586357658,91.53397768990806,7.691982832980634,114.64167793741767,orange
50.12867198783462,18.27384610696601,41.55490970063034,33.81048839467495,92.0039004017284,7.051454308181778,158.77274806381246,papaya
24.91302293887199,68.63362162354049,26.21684584719997,29.578973697513856,78.28854542216281,6.050566327145367,165.8861167404647,pigeonpeas
21.17086696294487,20.321275318971608,17.5185665121694,13.981512070616496,94.18697994902782,7.610592289780604,107.32105553499217,orange
119.9032014905167,54.01762020241317,51.904256808267434,22.746583650452557,89.15298760285555,5.996916596130349,213.43669133130615,rice
96.48039414830362,10.632715514946247,49.44447977291776,33.275967145487954,93.81309526960864,,22.751170766336347,muskmelon
22.768178635028676,66.72762176113413,17.35538246001289,25.118090881790046,74.9589398332177,6.828040126562624,189.86310961361139,pigeonpeas
96.1330043859964,14.407667087014271,51.071025973489924,31.1089392672023,91.90779386953632,6.629603827296543,20.554808801158977,muskmelon
21.47385903672443,13.0380671001074,39.73590986485311,27.835875714419103,96.16960332042368,6.669765187170251,196.20830447089168,coconut
65.70608052791061,46.277430133121015,47.36319698848498,31.579906298392437,80.77521468778576,7.8314188800879965,194.9679429639866,jute
96.07692720889615,75.02579888912645,55.396094854461,25.58889515053104,89.64814520179596,5.505501174039798,121.54448909495939,banana
45.60950246513265,82.89835764771041,36.4497915157756,31.0841674654393,73.63221696674812,5.7448176954609345,91.99708403242238,blackgram
54.977619527941584,23.189101408200553,44.495687521952924,35.65546661629142,90.41574015848967,7.371279315706511,150.31985742520547,papaya
99.60422717558673,90.61026679152545,58.7980297733248,28.06351188331023,77.58546572376594,5.610908385063469,102.6138793614152,banana
122.88174525644907,54.00653527808712,48.33375633117069,29.81796758710777,84.29101001275787,6.454517694105004,71.68689392198962,cotton
96.39760726963544,12.793187803447374,49.78789600930577,31.306257043096764,90.12763630730377,6.763032933471392,43.93851568701853,watermelon
19.58869458051469,20.334921747803946,11.336428902871301,11.006802445075808,90.70103333835608,7.41228867261584,103.36565431988846,orange
96.99427872940358,31.98262166789079,28.380845483787066,27.51063861675823,58.26909151237351,6.522252335232208,152.91642810755422,coffee
47.92872470729624,83.90296575341546,76.01761469090029,22.49823450626782,17.576126161820365,7.733217664307345,109.8427191583746,chickpea
113.67972844157853,41.111358338137556,45.612228722673116,22.33891028351082,81.72994445191594,5.813893369801989,274.26925667250856,rice
24.492528141058287,51.48248429202839,86.27611796035454,30.573875756946148,57.40225257894681,4.901127050399704,41.118847845168986,mothbeans
20.60879320360356,16.75815826385285,9.047981998135318,10.88931571034112,91.74354394448241,6.028107375840173,113.84911641099711,orange
23.955411998124237,16.606823927779622,30.405139707786695,36.01008629170708,52.36155245185064,,101.07313484596114,mango
103.42853082211778,31.09660070176089,28.015659623237628,25.828373058330143,60.318346768197294,6.0153671200278,180.9683581493723,coffee
15.393193830332704,64.73784405076016,91.98783103416878,37.28930017126359,50.09544848195073,3.9273742168528094,49.899458381181006,mothbeans
36.45922682320271,66.4636138116192,34.02376891067065,27.451002823350326,79.25387704344996,7.321971678995609,81.18972994685069,blackgram
19.077707306632405,16.395092043862064,201.73853695404216,19.40023019229398,91.6403911020371,6.822532532596575,102.24690238116493,pomegranate
69.65488246506652,,53.10883128166845,25.868829287617267,60.66493866500228,6.342234091621577,99.5987212570687,maize
23.51965035601591,,86.06397263075574,31.44037168259154,55.38452208576592,4.377403114419692,53.97322345319819,mothbeans
115.60719840009122,54.677741304742824,49.27315524509048,23.829073596989726,83.29523851210482,7.985702717288674,85.57857747145279,cotton
45.8738768149672,19.89451833828918,41.393476301377255,35.060942726095476,93.6310892106448,7.1203297914708035,148.96535282424034,papaya
28.903955438395002,61.49563068454699,16.652550676591996,31.919570984497085,82.95926751791576,5.137654830632491,191.7211376075578,pigeonpeas
21.952148230600187,63.201793482603975,78.62019701340344,31.92857838601167,57.942375761471325,4.758975778428503,35.24456824874146,mothbeans
33.14667923536747,69.40432058005328,24.62320805011285,22.74145893233661,20.499042538738365,6.306261493805807,130.30982144439054,kidneybeans
97.48504078750031,31.906268676387683,29.867631302807297,25.36460568598639,65.70516215331378,6.383293513015895,161.92402960761854,coffee
45.49590300666836,77.2997552589929,28.96342459244871,33.95730838265148,63.8019154349675,7.26902997473335,95.5196107733214,blackgram
17.74091522307164,82.66762364183046,21.673512269502478,20.907737486375346,68.6038186033001,6.577482070479606,24.05839566123067,lentil
21.430487850978622,9.639997260648189,30.568524941220172,30.960276909424515,94.34937821308411,5.554813566833781,154.73426927066555,coconut
108.08008724441486,52.9589696440242,53.04866113042063,22.213499062768303,87.87432221985954,6.049144383599679,243.141819517989,rice
22.98169969707828,15.330423023506873,9.637727265917452,11.37044152464761,91.27899482927837,6.76643977961251,119.03736599634904,orange
96.77623764028016,,49.392871416162606,30.43106977395898,91.09653278898595,6.948581531903099,21.188165758920743,muskmelon
111.67727141345942,14.963440900363572,48.824614347624085,30.857992555856327,89.54517068724999,6.7719254270044855,48.33364096304422,watermelon
20.656199989954573,60.58709624387458,17.89412604740223,20.27172556460711,19.540670949423877,6.008511610904319,116.3961941765352,kidneybeans
98.60866462549646,16.22209180690468,50.638049602765335,30.104252496476196,88.83748046229383,6.576197584421848,49.65078629549858,watermelon
105.17748348180051,89.039257767471,60.41703637017462,29.615795896621588,76.74490650426944,5.502578610486586,114.9076459675434,banana
29.799388762874464,64.4496450425748,27.22313914028059,26.686448818049787,75.67202299211148,5.836554638456733,166.22028320708026,pigeonpeas
23.358850175531423,50.59591577342633,85.38281568322282,29.174796859105445,62.69220005300561,4.025014886869515,33.07086754051215,mothbeans
109.86302886810105,93.03148654331139,56.38128861440757,29.228595439697415,88.35243836395613,5.954461728164197,124.34712088086529,banana
76.30702706455719,55.55098482767583,46.37609476462908,27.91641097324699,82.32196346324227,7.114220754961566,169.0926901061947,jute
119.8309840455544,51.080763561099246,41.21106908749595,27.27024561692059,83.55322693208464,7.863858655546065,72.36950403216132,cotton
20.186326753466865,22.96891738840789,211.76623504214416,22.40965859154325,91.95692562210286,7.795789090761474,114.84099506641842,pomegranate
15.01236925252028,71.97056978086532,20.30787958985001,26.237873311171377,73.72277508208478,5.663498624918446,153.51166854433515,pigeonpeas
40.43662783291623,75.30266753692378,81.89662518797675,20.52768076609953,16.0028739849525,7.565641131297291,117.6961700323409,chickpea
65.52821486554123,68.37646387061366,50.18519563642247,19.694897773302166,55.62567025803289,5.665944201343305,91.00746433141481,maize
18.00937331607131,17.96534237925686,35.93299747703742,29.114957749920848,97.64896202962143,5.667493266099825,158.9750370419354,coconut
22.86390230702316,16.484430518489777,198.58740784125408,22.512641596430164,90.74752376205812,7.204167690598459,114.63296180421864,pomegranate
100.33410953787768,48.08068781481532,49.483374589652364,20.83452268338421,81.34094609872766,5.778075545781258,230.47046037608314,rice
26.9328780163615,71.79249705810633,26.60774641978501,28.92710058560924,70.65735340532937,5.232198615803113,151.9361300614498,pigeonpeas
25.69554036216842,132.77380762772907,211.53159589480208,12.775108446364225,83.74290381555441,5.921467077744603,74.76761737816472,grapes
51.612696539657136,68.18235494180945,44.60489250551895,27.255234582830848,68.43377109567184,6.617128133535813,69.81142860624374,blackgram
17.78309281753529,10.445781494492369,32.895485082282335,25.062600340237697,94.75544232630698,5.3575140044925424,156.41922391869448,coconut
56.97956845249708,74.44937355128977,85.19660732114099,19.87328563753247,24.694585837255875,7.466248949119091,94.75954213201379,chickpea
38.52086639786511,68.85485781581491,27.911653842044718,30.701930386989382,68.87339148965401,5.999114364053112,82.17693532086113,blackgram
19.25536619597063,16.385016208034436,40.201725387981554,26.600593991937227,96.71520473081493,5.404122898481997,,coconut
95.84488329694521,52.00791291299618,55.29079622302622,25.618306824611615,58.589841446921746,6.120351896964955,82.49296499720631,maize
105.63896911904125,76.09274398661718,49.573178237297675,25.05736884041816,88.26315062347507,6.171280428899595,108.94989295398244,banana
19.15683409146429,56.780416418204354,76.2362392214343,36.22127273904107,49.33291071128672,5.913638018953841,46.03135329790832,mothbeans
103.98590125773009,86.41445385838338,59.17259828279712,32.45371584039397,81.26123737797838,6.217932645543624,105.90397563524228,banana
37.282167076306905,69.46640661934313,22.796304895437647,20.209394317490226,18.201518953154217,5.714511101989578,109.65125947696853,kidneybeans
19.03048782670271,17.49824673651818,203.7368939837927,23.745673955530453,92.5460464487181,7.204234297549791,114.92547627000619,pomegranate
54.89541855633508,81.41011887717208,89.98705723398012,19.727129256288922,16.178439009058312,6.47667705872412,100.11499747921413,chickpea
17.252478678481083,17.677544782921466,39.833075442458956,26.496679510746915,96.06876643550132,7.375592610032104,188.40051706851187,coconut
20.775595501185123,17.59753360526207,16.754390270879647,10.043264539515832,91.13719983396966,,111.72314310468144,orange
16.56375324420002,68.2970401105233,16.857853216939528,29.104414735554467,81.138674424269,6.861422362411293,151.8111165522652,pigeonpeas
108.19384957082237,92.58088660945273,54.67978119081349,29.250571862497836,81.7867109882693,5.572591426323665,123.61210380782074,banana
113.28073133659558,80.8630841601339,49.68437594634889,28.519980575988335,79.43647297711772,6.383866666811835,101.09904825410635,banana
21.47061125584734,146.36166421058707,200.2287179394744,24.98250584641552,94.25305666330824,5.965265097120201,119.92009539048688,apple
25.25459192829667,74.72059486153248,18.134394112269213,19.188706448472544,20.294562675182835,6.246997436189735,129.02191486014223,kidneybeans
114.10877241616049,11.995250209241274,48.740544491755266,36.90334734770359,94.45858532002865,6.499019485499042,21.257863553539785,muskmelon
22.548533421451992,42.49220508159081,23.528202825746874,27.342956008119238,87.30213735144874,7.14963538817675,67.98100219801239,mungbean
17.06629826052387,51.247756244040744,78.5641371296093,28.201444714966023,48.14895217330383,5.4982986607027176,48.88756249417787,mothbeans
17.933561369811713,15.816991009107111,38.12050245120752,34.93705261014529,95.18976701950596,6.282651820271533,164.0877783525585,coconut
69.8103589209284,64.20490402671973,67.02669298804408,25.871176258700146,61.78644291473122,6.296275591431722,72.42032019328258,maize
20.847581457148927,130.34577254371624,210.64283514644146,23.19750573675945,95.13084841092603,5.825576922958778,118.14846341542287,apple
19.541809630268276,17.11380688691203,28.478554198733068,,94.0908364850778,6.422413279824152,171.1990564441685,coconut
23.264133694355742,66.26632483395925,20.521399064949232,21.756955715042814,21.648821361634706,5.726489697152601,145.6716829906532,kidneybeans
20.125529125411056,51.73973237733602,88.24099209263125,34.3064652595032,63.79744178455181,6.383781550245139,50.42051326996216,mothbeans
37.13473368873552,45.782065623890205,25.500152311011362,25.073481390642627,83.55364432320238,6.815516694758151,48.89271570217011,mungbean
29.45069024577782,83.15890493088514,23.57941256712208,18.76280744348531,70.8067766850924,7.6318621243984985,37.224746840369086,lentil
106.56616903837347,14.912295512366907,49.58908247315627,31.12192439832011,86.24607165444381,6.162533188216906,44.5467453009505,watermelon
30.13222279519707,42.972396725538076,21.701945170358535,30.430666949102484,82.67332714457572,6.812445515339852,47.104802984556294,mungbean
24.321876097529163,69.15470373300154,15.303916923062088,27.495481759387204,72.36970504709603,5.43358829146289,163.7285121730459,pigeonpeas
19.77096220663019,66.92428910722182,23.77721732461955,30.96432467890842,76.29399827274267,5.660635771550851,184.70225065930737,pigeonpeas
19.93415475714739,69.90982682537364,20.34476225485409,,79.61218296985575,6.355885603727881,183.34810817817032,pigeonpeas
21.865418106486544,68.12459296210001,15.512691163923902,22.6211216966651,21.19689168663622,6.403615379637172,142.84301959582854,kidneybeans
71.12453427485951,54.04176203290956,53.71532269742174,22.69811071229861,64.36833282493542,5.889159759781801,62.25865584947132,maize
72.11945140689542,55.60637316107672,45.438146901780016,34.36785113846303,84.78780669357486,7.894184298338013,179.93038221400184,jute
44.96588495770585,74.13094645988105,82.88143948336935,22.8618153316408,18.778376441928238,7.060882359206158,103.74062369768768,chickpea
28.079184187082,142.32622666502186,203.56757631985076,24.208942618575783,93.82001043396632,5.955572190626894,119.45001522220673,apple
20.9176179049182,19.388571651449872,15.571323532701827,12.959431213075383,90.68589167744902,7.5852649459217405,101.57113994869931,orange
116.75019549087241,47.964848515130214,43.22086725795651,25.327121992291197,,6.081888724404359,65.89553455176959,cotton
111.96978866048266,49.843064311508584,51.99186883045225,26.51865364983071,81.19733588501123,5.617103565900111,208.77090119107683,rice
18.514351141329584,11.110357512009529,28.05207195094361,34.97308100445658,94.20030034018639,7.919305955710195,182.65164133235635,coconut
20.246754114329274,129.99403719392566,198.05923278341655,8.382236403799372,82.99255317340793,6.665382853765637,65.36060555496404,grapes
27.28265827413662,74.10952756883475,,20.691734267387766,66.56428828033366,6.121916667795712,29.973356668577217,lentil
111.35515988029664,12.397220312254442,48.0517038209154,31.29499592202051,93.44849823837521,6.5528501126104,43.167653800192674,watermelon
,124.45044721981215,206.99905025224683,11.692994929514771,81.93792531280427,6.3349587593226815,74.70115785782558,grapes
26.601544187830683,132.98875545538442,203.53828003471122,11.283976500967906,82.68169318193671,5.5758916193486545,67.98957764217921,grapes
48.32357304230045,69.0756194189346,43.264321170172096,32.531580190208764,73.15512647167941,6.8018878468435755,101.17430800366564,blackgram
15.982845701422471,24.77006368015992,195.29494893802658,21.58102822757771,93.96255754658381,6.997841209776356,111.97139584594316,pomegranate
47.15365263051949,74.56809852173356,77.94851906971172,19.640578212760033,18.083332039528443,6.254552396658078,102.00958767633031,chickpea
18.998620506746285,13.90192255763225,31.782801017220063,30.84706721385342,96.95178627239171,6.050032947032382,162.1158859462786,coconut
76.1997624598327,66.17939205013498,69.48834246217693,18.726617520024654,68.03338935869988,6.807113630111821,91.71172169833642,maize
17.37075436678269,81.85524569704036,16.272809811498078,24.66476240688384,70.88513776624626,7.035479574148327,36.94701244838373,lentil
20.35458726948939,127.00358036055735,209.37604157074645,9.050042389834164,83.93490058182213,6.573511463970755,65.03943490885611,grapes
100.90814316648309,14.936364085642474,48.115843720325195,27.52987878108888,88.7400350811964,6.593806206525448,,watermelon
88.92124289080488,42.523975056212805,42.54679878509283,26.748733059250902,73.00381590115809,7.93561147674922,182.88491125569362,jute
100.4237228830253,28.7898175375173,30.20991532384086,27.677127067207916,66.69047610183483,6.576429839938456,170.90351563193624,coffee
99.404917685298,28.481008574273716,28.55065074323092,25.98786836891219,65.43871977803222,6.685268066797222,163.80900476137606,coffee
39.91110599171553,55.31606478326592,23.363752452395744,22.50605251729535,21.307099312055513,6.31780735183396,130.99579900920526,kidneybeans
79.70855505963796,52.52151234697497,40.78158632243138,35.24217434485434,79.43069569551389,6.534004106091638,199.5079992173203,jute
21.843058196797617,46.21659735002723,78.06200751606754,31.31276793419567,58.40186348297141,4.817105336684291,52.02585204654736,mothbeans
34.46862736754573,72.38723653757047,24.43422025744166,21.674635975519088,21.018281181758525,6.763682502179001,143.45268931385013,kidneybeans
109.37316855490243,76.71741595980723,50.21550253316085,26.061817178074527,88.98720104764229,6.41354264835299,123.92236808790909,banana
37.07301338009,58.06984410748381,23.740236925961383,19.711871961595282,20.95668928770689,5.858177994038025,133.5701762086516,kidneybeans
16.15567831514951,14.539070096898525,30.07334016043387,29.954196135962672,93.01314630029759,5.580760277025023,181.5867057916303,coconut
49.62917806466153,19.144101418508164,41.55574593000244,34.44996751542786,91.98524150281541,6.68062231922449,151.75646403426336,papaya
48.23007651835174,20.64654226487877,45.72415812931253,33.75070326809388,92.92816442001,7.250830799977851,155.06214249188298,papaya
,55.41218665276864,19.756809928127073,31.539731467169315,84.81480427518798,6.70315885094502,47.70165113346479,mungbean
16.37554117574571,21.980967083494118,30.27986154290679,,53.899996011499795,5.077151653211315,94.17637868570857,mango
16.143955574012757,17.716957472726705,198.19725551818962,22.39295459700435,90.5280239543395,7.798991157536787,104.42229007421906,pomegranate
97.69752136758463,11.091947472727373,48.025447889335545,,94.8139538590167,6.992817752753568,51.76295881514388,watermelon
33.93449890549107,72.17932499386862,16.83434305804228,23.55709317764918,18.10406961420628,6.754299626436663,103.83702132798486,kidneybeans
82.50672055327732,50.530648744121486,64.86919922444771,25.669308033622634,64.92834964878617,6.198636160535882,60.27365544173137,maize
27.159796808039665,130.40843501930112,211.52801005616786,22.974474268362115,,6.25552008265193,115.26347208967688,apple
48.706304848384846,67.21389766610989,27.124348967528707,32.399435631818136,61.10404466416142,7.119538358095909,96.84595034591311,blackgram
44.74124153969326,81.59499820249823,85.91596571478927,22.562530111107705,19.72555983336857,6.9983884508444465,104.78877557518561,chickpea
20.23643118512235,135.7704896760423,213.18936791858982,15.0434342062611,84.1150844143666,6.988324664201405,70.86401955537933,grapes
27.835892709655194,134.12775759623017,210.0397377633672,9.957826981725603,81.96797727746714,5.679626240810828,67.38890950234466,grapes
110.38680901843178,85.74704161815109,51.566800057651555,27.570443623080838,82.7304652324408,6.042082919790751,100.41035932821033,banana
122.97106250781331,47.65792750868431,41.69188968376029,25.672487256720345,81.33379973838781,,88.61834776068775,cotton
83.80382992919738,54.51431256542854,41.6898643764704,26.551578758904384,81.37407930037803,6.45888024590908,,rice
18.790470708319067,19.27423949880794,201.7389546314324,18.905518531976348,93.56904607101325,7.809546370825435,118.11185298485532,pomegranate
27.42560975017254,41.04564021642646,26.137339365834332,26.50652757432913,82.57020015648457,6.975233252193215,61.0415015226813,mungbean
103.52706489448714,79.23086453967666,60.39894278281114,27.88938648334152,84.86953446741482,5.889047198827163,127.05194253891888,banana
76.72874986143572,46.34457806192211,46.80945902185794,32.06684701295573,84.40435024027701,7.304229059004664,188.8515468634035,jute
31.84414299369896,47.58531901172546,17.801193265046845,26.381047378687487,82.36860603127288,6.229832108012985,54.243808861088056,mungbean
60.49879511764853,65.92057112620756,60.404601340919875,21.671652873245087,56.88143926178792,6.834484632513096,79.75036200202783,maize
43.496147724660105,69.39159184404183,84.278445722201,23.655410401886027,22.34146345760918,6.4304874963583,114.38244533675592,chickpea
59.89629785659217,74.72561225341164,84.55893161479662,20.530596376287367,15.66825754701463,7.185913262299232,89.1187108889273,chickpea
51.42334724111482,84.88155544904757,75.7728861965377,19.247988442250765,20.18914642487084,7.619881472889741,83.56168020300213,chickpea
24.04628622439535,141.02206002930257,212.7229017403557,24.65139464454131,93.60035266261158,6.7161220048686445,115.58405225365661,apple
103.53031999876883,53.72192730210898,40.24605371777206,23.180225732892225,88.2539951119632,5.79535902534409,245.85480817985513,rice
31.90378704250852,74.82489256280056,18.864261342577436,19.136947663123294,18.49570357101406,6.332883429850084,129.82225496801368,kidneybeans
53.22576241297,23.60260224732286,48.42145173701902,35.091175374877054,93.4884191415382,7.028248844312473,148.3536207613132,papaya
103.48274323957857,32.07897037017534,30.068730117699154,25.821495610432493,66.58580094080652,6.86962558625676,190.1137282736056,coffee
37.2543213265572,77.52097754490819,42.49798141112989,28.62518881803736,63.36985438610809,6.300049991568826,96.43867285802509,blackgram
38.04979934845837,71.58175166671805,24.46928875959128,21.720879944793285,20.556850639746006,6.5357433268267195,100.82411002980785,kidneybeans
19.55696860021184,21.482160402713806,36.09254947087905,30.17554893887573,50.27757718527948,6.969676804361809,94.1370472340303,mango
17.66908309630968,18.714716901680333,33.91476097560298,34.4753372414384,56.33127540092626,5.303600332461429,99.45000176560839,mango
19.353436597394754,10.359849466656822,,26.31237492809408,94.56400061949758,7.975361144147735,157.86301633435426,coconut
52.74701258822233,17.264836564940012,54.11251750069587,34.28535989955883,90.51925810645375,6.740305232814933,141.47881858134352,papaya
28.700626186891043,139.27692698818296,208.67088474892626,24.848476598766343,93.19675140954081,7.0223991150547915,110.45528243037442,apple
57.23628835632028,77.84504837135987,88.80803909031003,23.89792302921544,19.118434403009736,6.806708806498257,116.93387870903248,chickpea
17.57469893228524,24.737577677686474,203.0144001509533,18.973959728025775,90.27957709187314,7.454257899628057,119.66759702352911,pomegranate
47.104356682424,71.97721304092795,89.33503500327218,20.799055578830057,18.61298898852683,7.7052454380789,102.8780250256481,chickpea
111.18127710209474,16.513877305621527,51.07754966886392,32.212486087885274,92.44352247275812,6.70166210216442,25.68426721055051,muskmelon
22.491236283835065,138.5915531009086,211.01445942922263,24.184646436157806,92.13350490221974,6.1045744309418,118.45701926939435,apple
97.75539797211809,15.185512261629821,51.68333318290036,28.084808645223976,90.28071770338207,6.417044932585072,26.759659067550636,muskmelon
102.92110405356667,16.25935804509707,51.892902699235336,34.61812054856409,90.08097581115699,6.705008276632528,22.508648074572307,muskmelon
